UserID,Venue category name,Latitude,Longitude,Time,Timegap,Trajectory,VenueID
1,Concert Hall,40.76950687,-73.99265307,6/8/2012 20:39,0 days 00:44:15.000000000,13,49
1,Seafood Restaurant,40.74588914,-73.98852104,6/16/2012 17:29,4 days 03:09:07.000000000,15,165
1,Seafood Restaurant,40.75250499,-73.97758004,6/16/2012 19:33,0 days 02:04:20.000000000,15,165
1,Mexican Restaurant,40.71788828,-74.00566835,7/2/2012 12:00,4 days 22:44:14.000000000,16,120
1,Coffee Shop,40.720087,-74.003961,7/2/2012 14:16,0 days 02:16:19.000000000,16,44
1,Seafood Restaurant,40.73844549,-73.99356365,7/3/2012 17:12,1 days 02:56:20.000000000,17,165
1,Bar,40.73830504,-73.99300887,7/3/2012 18:12,0 days 00:59:41.000000000,17,17
1,Bar,40.73008408,-73.98925602,7/6/2012 20:16,0 days 03:27:59.000000000,18,17
1,Pizza Place,40.73168165,-73.99618149,7/6/2012 22:12,0 days 01:56:06.000000000,18,143
1,History Museum,40.79262429999999,-73.95218986,7/7/2012 15:48,0 days 17:35:35.000000000,19,97
1,Bar,40.74781156,-73.94023868,7/7/2012 18:22,0 days 02:34:35.000000000,19,17
1,Seafood Restaurant,40.73489507,-74.00315489,12/14/2012 12:55,1 days 14:50:15.000000000,21,165
1,Record Shop,40.73302156,-74.00403288,12/14/2012 13:49,0 days 00:53:31.000000000,21,152
2,Gym / Fitness Center,40.64668884,-73.91399171,4/14/2012 10:41,1 days 15:20:04.000000000,22,92
2,Coffee Shop,40.61069464,-73.92015766,4/14/2012 13:15,0 days 02:33:47.000000000,22,44
2,Bridal Shop,40.75926925,-73.97556067,4/19/2012 17:51,1 days 04:24:39.000000000,23,26
2,Subway,40.67837611,-73.90339851,4/19/2012 20:44,0 days 02:53:33.000000000,23,179
2,Residential Building (Apartment / Condo),40.628256,-74.12275799999998,4/23/2012 13:03,1 days 16:52:01.000000000,24,155
2,Ferry,40.64440554,-74.07295704,4/23/2012 15:05,0 days 02:02:14.000000000,24,69
2,Home (private),40.62578449,-74.08288386,4/24/2012 13:14,0 days 16:34:55.000000000,25,99
2,Deli / Bodega,40.616124,-74.103939,4/24/2012 13:58,0 days 00:43:41.000000000,25,55
2,Bridge,40.60679958,-74.04416981,4/28/2012 21:01,1 days 01:45:46.000000000,26,27
2,Bar,40.624587,-74.142421,4/28/2012 22:53,0 days 01:52:15.000000000,26,17
2,Coffee Shop,40.66144182,-73.84009838,5/4/2012 15:59,0 days 03:56:43.000000000,27,44
2,Department Store,40.65239545,-73.86983119,5/4/2012 16:45,0 days 00:46:11.000000000,27,56
2,Coffee Shop,40.74064692,-73.99104044,5/10/2012 16:43,1 days 20:19:33.000000000,28,44
2,Department Store,40.7221271,-73.99930899,5/10/2012 18:17,0 days 01:34:32.000000000,28,56
2,Cosmetics Shop,40.72387965,-73.99822542,5/10/2012 18:23,0 days 00:05:25.000000000,28,52
2,Food & Drink Shop,40.780266,-73.959323,5/11/2012 15:03,0 days 16:07:05.000000000,29,75
2,Coffee Shop,40.76590104,-73.96343432,5/11/2012 15:54,0 days 00:50:40.000000000,29,44
2,Bridge,40.60233803,-74.06333123,5/14/2012 16:36,1 days 00:19:11.000000000,31,27
2,Arts & Crafts Store,40.62535273,-74.15822722,5/14/2012 16:56,0 days 00:19:55.000000000,31,7
2,Subway,40.64609878,-73.90266895,5/21/2012 11:59,2 days 23:41:47.000000000,33,179
2,Clothing Store,40.75707004,-73.98477919,5/21/2012 12:55,0 days 00:55:26.000000000,33,43
2,Design Studio,40.75445144,-73.99086827,5/21/2012 13:41,0 days 00:46:36.000000000,33,57
2,Clothing Store,40.73458619,-73.99009926,5/31/2012 11:03,3 days 18:56:06.000000000,34,43
2,Clothing Store,40.73496224,-73.99086253,5/31/2012 11:40,0 days 00:37:22.000000000,34,43
2,Clothing Store,40.73512291,-73.99118391,5/31/2012 11:57,0 days 00:16:45.000000000,34,43
2,Clothing Store,40.73524837,-73.991138,5/31/2012 11:57,0 days 00:00:35.000000000,34,43
2,Clothing Store,40.73552515,-73.99001891,5/31/2012 12:31,0 days 00:34:09.000000000,34,43
2,Coffee Shop,40.73709857,-73.99039768,5/31/2012 14:10,0 days 01:38:21.000000000,34,44
2,Soup Place,40.75421771,-73.98386667,6/7/2012 16:06,0 days 03:36:35.000000000,36,169
2,Subway,40.75650613,-73.98802757,6/7/2012 17:42,0 days 01:35:39.000000000,36,179
2,Office,40.64836041,-73.90048221,6/7/2012 18:34,0 days 00:52:06.000000000,36,134
2,Bar,40.58114627,-74.11184947,6/11/2012 18:50,0 days 22:19:36.000000000,38,17
2,Bar,40.70876622,-73.95775191,6/11/2012 20:13,0 days 01:22:58.000000000,38,17
2,Bus Station,40.63019389,-73.90461038,6/12/2012 9:52,0 days 13:39:46.000000000,39,31
2,Soup Place,40.74068572,-73.9872929,6/12/2012 11:19,0 days 01:27:12.000000000,39,169
2,Bridal Shop,40.74127131,-73.99494859999999,6/12/2012 12:42,0 days 01:22:18.000000000,39,26
2,Gym / Fitness Center,40.64662158,-73.91352093,7/2/2012 9:38,4 days 20:15:42.000000000,40,92
2,Subway,40.64609878,-73.90266895,7/2/2012 10:40,0 days 01:01:59.000000000,40,179
2,Plaza,40.75648987,-73.98626804,7/2/2012 13:28,0 days 02:47:44.000000000,40,145
2,Coffee Shop,40.75755034,-73.98486528,7/2/2012 13:58,0 days 00:30:16.000000000,40,44
2,Gym / Fitness Center,40.64662158,-73.91352093,7/3/2012 9:35,0 days 19:36:48.000000000,41,92
2,Train Station,40.75280621,-73.97717535,7/3/2012 12:35,0 days 02:59:45.000000000,41,191
2,Subway,40.58878152,-73.98377895,7/3/2012 14:10,0 days 01:34:58.000000000,41,179
2,Train Station,40.59009477,-73.97417879999998,7/5/2012 7:40,1 days 11:58:07.000000000,42,191
2,Sandwich Place,40.73710648,-73.99032308,7/5/2012 10:10,0 days 02:29:54.000000000,42,161
2,Subway,40.67837611,-73.90339851,7/5/2012 13:06,0 days 02:55:57.000000000,42,179
2,Road,40.75789583,-73.97765279,7/6/2012 13:56,0 days 03:46:24.000000000,43,158
2,Coffee Shop,40.73887144,-73.98297137,7/6/2012 14:18,0 days 00:21:49.000000000,43,44
2,Burger Joint,40.77803102,-73.98038874,7/11/2012 12:40,0 days 03:27:51.000000000,44,29
2,Clothing Store,40.77384284,-73.96395664,7/11/2012 13:17,0 days 00:37:33.000000000,44,43
2,Cosmetics Shop,40.7363208,-74.005363,10/3/2012 13:16,83 days 23:58:38.000000000,45,52
2,Coffee Shop,40.73340972,-74.00285648,10/3/2012 13:20,0 days 00:04:14.000000000,45,44
2,Bus Station,40.64580572,-73.90217543,10/3/2012 14:19,0 days 00:58:14.000000000,45,31
2,Bridge,40.69495631,-74.01334763,11/17/2012 15:45,0 days 06:42:33.000000000,46,27
2,Bridge,40.60679958,-74.04416981,11/17/2012 15:52,0 days 00:07:21.000000000,46,27
2,Department Store,40.762324799999995,-73.96781445,1/2/2013 12:39,44 days 00:31:44.000000000,47,56
2,Building,40.76465509,-73.97074086,1/2/2013 13:19,0 days 00:39:58.000000000,47,28
2,Coffee Shop,40.74139633,-74.0048182,1/2/2013 14:52,0 days 01:32:31.000000000,47,44
2,Department Store,40.7515016,-73.98271885,1/7/2013 11:36,2 days 10:01:34.000000000,48,56
2,Park,40.735282500000004,-73.99040315,1/7/2013 12:41,0 days 01:04:22.000000000,48,139
2,Neighborhood,40.64365659,-73.90067339,1/7/2013 15:13,0 days 02:32:30.000000000,48,133
2,Coffee Shop,40.73784112,-73.98849809,1/9/2013 13:06,0 days 03:42:43.000000000,49,44
2,Park,40.735282500000004,-73.99040315,1/9/2013 13:16,0 days 00:09:47.000000000,49,139
2,Office,40.75961057,-73.97622585,2/4/2013 11:25,1 days 19:35:24.000000000,52,134
2,Arts & Crafts Store,40.75369413,-73.98961544,2/4/2013 11:38,0 days 00:12:49.000000000,52,7
2,Coffee Shop,40.73718882,-74.00127837,2/4/2013 13:47,0 days 02:09:19.000000000,52,44
2,Bus Station,40.64580572,-73.90217543,2/4/2013 14:35,0 days 00:48:04.000000000,52,31
2,Theater,40.80968415,-73.95017624,2/5/2013 11:04,0 days 20:28:52.000000000,53,187
2,Clothing Store,40.77367056,-73.96384758,2/5/2013 12:13,0 days 01:09:14.000000000,53,43
2,Post Office,40.75283044,-73.97495935,2/13/2013 9:34,7 days 21:21:16.000000000,54,147
2,Sandwich Place,40.7524425,-73.97504568,2/13/2013 10:01,0 days 00:27:10.000000000,54,161
2,Subway,40.64609878,-73.90266895,2/13/2013 13:19,0 days 03:17:38.000000000,55,179
2,Home (private),40.56284271,-73.91834636,2/13/2013 13:45,0 days 00:25:37.000000000,55,99
2,Beach,40.56708945,-73.86546135,2/13/2013 14:16,0 days 00:31:26.000000000,55,18
3,Art Museum,40.77113147,-73.96734304,4/7/2012 11:04,3 days 15:14:54.000000000,56,6
3,Art Museum,40.74936105,-73.97999273,4/7/2012 13:13,0 days 02:08:29.000000000,56,6
3,American Restaurant,40.72222,-73.99426700000002,4/7/2012 19:05,0 days 05:52:40.000000000,57,2
3,Bar,40.72236398,-73.99433613,4/7/2012 21:37,0 days 02:31:20.000000000,57,17
3,Tapas Restaurant,40.72610646,-73.99293427,4/14/2012 20:06,1 days 22:20:21.000000000,58,183
3,Hotel,40.726057,-73.991733,4/14/2012 21:49,0 days 01:43:04.000000000,58,101
3,American Restaurant,40.74499789,-73.98860139,4/20/2012 20:25,2 days 01:03:32.000000000,59,2
3,Hotel,40.74507684,-73.988676,4/20/2012 22:09,0 days 01:44:14.000000000,59,101
3,Seafood Restaurant,40.74588914,-73.98852104,5/17/2012 12:39,1 days 02:03:51.000000000,61,165
3,Clothing Store,40.74588533,-73.98860139,5/17/2012 13:41,0 days 01:01:35.000000000,61,43
3,Hotel,40.76791248,-73.98507762,5/25/2012 18:55,0 days 03:03:20.000000000,62,101
3,Bar,40.77143374,-73.98247004,5/25/2012 19:50,0 days 00:54:47.000000000,62,17
3,Italian Restaurant,40.726121,-73.992822,5/25/2012 20:59,0 days 01:09:22.000000000,62,105
3,Gastropub,40.72639998,-73.99173485,5/27/2012 23:16,0 days 08:17:05.000000000,64,84
3,Hotel,40.726057,-73.991733,5/28/2012 0:10,0 days 00:54:03.000000000,64,101
3,Food & Drink Shop,40.74195651,-74.00483627,5/28/2012 13:20,0 days 13:09:13.000000000,65,75
3,Flea Market,40.74285241,-74.00749891,5/28/2012 13:52,0 days 00:32:12.000000000,65,72
3,Park,40.74274613,-74.00865233,5/28/2012 14:12,0 days 00:19:47.000000000,65,139
3,Park,40.71509486,-74.0164162,5/28/2012 15:11,0 days 00:59:36.000000000,65,139
3,Burger Joint,40.71324019,-74.01618004,5/28/2012 15:20,0 days 00:09:02.000000000,65,29
3,Park,40.70159374,-73.995924,5/28/2012 17:42,0 days 02:22:09.000000000,65,139
3,Seafood Restaurant,40.74040460000001,-73.97232056,5/28/2012 18:56,0 days 01:13:16.000000000,65,165
3,Neighborhood,40.74167271,-73.98928821,5/31/2012 13:03,2 days 03:54:14.000000000,66,133
3,Beer Garden,40.74203393,-73.98993663,5/31/2012 13:21,0 days 00:18:44.000000000,66,19
3,American Restaurant,40.736982,-74.002197,6/2/2012 18:59,1 days 09:09:01.000000000,67,2
3,American Restaurant,40.73691422,-74.00371726,6/2/2012 21:02,0 days 02:02:51.000000000,67,2
3,Medical Center,40.72993511,-73.97866122,7/6/2012 18:21,1 days 08:26:27.000000000,68,118
3,American Restaurant,40.72789473,-73.97905723,7/6/2012 20:05,0 days 01:44:05.000000000,68,2
3,Pet Store,40.73681963,-73.98463726,7/8/2012 12:51,1 days 05:53:43.000000000,69,142
3,Other Great Outdoors,40.73166539,-73.97783518,7/8/2012 14:19,0 days 01:27:21.000000000,69,135
3,American Restaurant,40.72789473,-73.97905723,7/8/2012 14:48,0 days 00:28:58.000000000,69,2
3,Other Great Outdoors,40.73166539,-73.97783518,7/8/2012 17:16,0 days 02:27:49.000000000,69,135
3,Bar,40.72607169,-73.98347855,7/13/2012 19:49,1 days 07:18:31.000000000,70,17
3,Hot Dog Joint,40.72704085,-73.98383596,7/13/2012 20:57,0 days 01:08:12.000000000,70,100
3,American Restaurant,40.76140613,-73.97671559999998,8/9/2012 18:50,0 days 10:29:20.000000000,72,2
3,Art Museum,40.76139684,-73.97698575,8/9/2012 19:49,0 days 00:59:16.000000000,72,6
3,Plaza,40.77222744,-73.98302876,10/12/2012 18:59,0 days 10:01:06.000000000,73,145
3,Italian Restaurant,40.77326376,-73.98347641,10/12/2012 19:06,0 days 00:06:49.000000000,73,105
3,Concert Hall,40.77360313,-73.98270607,10/12/2012 20:53,0 days 01:47:13.000000000,73,49
4,Concert Hall,40.77308313,-73.98281336,4/22/2012 19:59,0 days 05:43:26.000000000,74,49
4,Bar,40.76233786,-73.98240319,4/22/2012 20:41,0 days 00:42:09.000000000,74,17
4,Church,40.78269102,-73.97477569,5/11/2012 19:23,2 days 23:40:11.000000000,75,41
4,Church,40.8115815,-73.96310716,5/11/2012 22:07,0 days 02:44:32.000000000,75,41
4,Concert Hall,40.766607,-73.982547,5/17/2012 11:13,0 days 15:30:03.000000000,76,49
4,Bank,40.76443426,-73.98249502,5/17/2012 11:42,0 days 00:29:12.000000000,76,16
4,Post Office,40.81117716,-73.95323455,5/17/2012 12:45,0 days 01:02:52.000000000,76,147
4,Gym / Fitness Center,40.80986581,-73.95154698,6/6/2012 10:47,1 days 00:06:42.000000000,77,92
4,BBQ Joint,40.77693,-73.977499,6/6/2012 13:38,0 days 02:50:27.000000000,77,13
4,Laundry Service,40.80654265,-73.95387169,6/6/2012 14:47,0 days 01:09:15.000000000,77,110
4,Gym / Fitness Center,40.77920901,-73.95512875,6/8/2012 19:03,1 days 00:20:25.000000000,78,92
4,Post Office,40.81088141,-73.9299688,6/8/2012 19:29,0 days 00:26:09.000000000,78,147
4,Gym / Fitness Center,40.80927,-73.94907117,6/13/2012 12:33,0 days 17:36:01.000000000,79,92
4,Clothing Store,40.8092829,-73.94863673,6/13/2012 12:34,0 days 00:00:59.000000000,79,43
4,General College & University,40.80808596,-73.95549611,6/26/2012 18:48,6 days 01:21:08.000000000,80,85
4,Church,40.8168158,-73.9413925,6/26/2012 19:41,0 days 00:53:21.000000000,80,41
4,Gym / Fitness Center,40.80927,-73.94907117,6/26/2012 22:38,0 days 02:56:44.000000000,80,92
4,Gym / Fitness Center,40.80986581,-73.95154698,6/27/2012 11:44,0 days 13:06:50.000000000,81,92
4,Sporting Goods Shop,40.810271500000006,-73.95165145,6/27/2012 11:56,0 days 00:11:27.000000000,81,174
4,Movie Theater,40.80939181,-73.95174265,7/4/2012 18:12,0 days 05:15:53.000000000,84,127
4,Food & Drink Shop,40.81967267,-73.95994453,7/4/2012 19:49,0 days 01:36:50.000000000,84,75
4,Gym / Fitness Center,40.82312376,-73.94227078,7/6/2012 19:11,0 days 10:30:55.000000000,85,92
4,Department Store,40.7515016,-73.98271885,7/6/2012 20:41,0 days 01:30:26.000000000,85,56
4,Hardware Store,40.814617999999996,-73.95757397,11/26/2012 8:52,1 days 14:22:10.000000000,87,94
4,Gym / Fitness Center,40.80986581,-73.95154698,11/26/2012 9:47,0 days 00:54:40.000000000,87,92
4,Church,40.8168158,-73.9413925,12/3/2012 18:01,3 days 04:15:19.000000000,88,41
4,Church,40.88432523,-73.85650488,12/3/2012 19:56,0 days 01:55:25.000000000,88,41
5,Park,40.70263485,-74.05094147,6/16/2012 18:37,7 days 04:38:03.000000000,89,139
5,Park,40.70263485,-74.05094147,6/16/2012 18:44,0 days 00:07:08.000000000,89,139
5,Home (private),40.72800078,-74.0358876,6/16/2012 20:09,0 days 01:24:16.000000000,89,99
5,Residential Building (Apartment / Condo),40.72931156,-74.04107715,6/16/2012 20:09,0 days 00:00:19.000000000,89,155
5,Department Store,40.73215319,-74.03588891,6/30/2012 18:19,4 days 06:05:21.000000000,91,56
5,Department Store,40.73215319,-74.03588891,6/30/2012 20:15,0 days 01:55:24.000000000,91,56
5,Food & Drink Shop,40.73114507,-74.04147863,6/30/2012 20:59,0 days 00:44:45.000000000,91,75
5,Mall,40.72696607,-74.03832436,7/3/2012 18:23,0 days 22:58:46.000000000,92,116
5,Food & Drink Shop,40.72891738,-74.04134989,7/3/2012 18:35,0 days 00:11:29.000000000,92,75
5,Food & Drink Shop,40.72777912,-74.04381752,7/7/2012 18:26,0 days 19:06:00.000000000,93,75
5,Food & Drink Shop,40.72891738,-74.04134989,7/7/2012 18:37,0 days 00:11:36.000000000,93,75
5,Residential Building (Apartment / Condo),40.72931156,-74.04107715,7/7/2012 18:44,0 days 00:06:35.000000000,93,155
5,Bar,40.70407936,-74.01269785,7/12/2012 19:06,1 days 23:52:27.000000000,94,17
5,Building,40.71186956,-74.01181415,7/12/2012 19:40,0 days 00:33:27.000000000,94,28
5,Train Station,40.71267093,-74.01193142,7/12/2012 19:40,0 days 00:00:29.000000000,94,191
5,Mall,40.72696607,-74.03832436,7/12/2012 19:59,0 days 00:18:48.000000000,94,116
5,Residential Building (Apartment / Condo),40.72931156,-74.04107715,7/12/2012 20:26,0 days 00:27:07.000000000,94,155
5,Building,40.71186956,-74.01181415,7/16/2012 19:16,3 days 00:43:54.000000000,96,28
5,Mall,40.72696607,-74.03832436,7/16/2012 19:36,0 days 00:20:07.000000000,96,116
5,Office,40.706825,-74.012815,7/17/2012 19:32,0 days 23:55:59.000000000,97,134
5,Design Studio,40.71557454,-74.00611021,7/17/2012 19:34,0 days 00:01:31.000000000,97,57
5,Building,40.71186956,-74.01181415,7/17/2012 19:44,0 days 00:09:53.000000000,97,28
5,Train Station,40.71267093,-74.01193142,7/17/2012 19:44,0 days 00:00:14.000000000,97,191
5,Food & Drink Shop,40.72891738,-74.04134989,7/17/2012 20:15,0 days 00:31:16.000000000,97,75
5,Train Station,40.71267093,-74.01193142,7/20/2012 20:00,2 days 00:59:01.000000000,99,191
5,Subway,40.72688476,-74.03454781,7/20/2012 20:23,0 days 00:23:19.000000000,99,179
5,Mall,40.72696607,-74.03832436,7/20/2012 20:24,0 days 00:00:35.000000000,99,116
5,Indian Restaurant,40.72691862,-74.03830102,7/20/2012 20:41,0 days 00:17:40.000000000,99,104
5,Train Station,40.71267093,-74.01193142,7/27/2012 18:52,5 days 23:49:30.000000000,100,191
5,Mall,40.72696607,-74.03832436,7/27/2012 19:12,0 days 00:20:47.000000000,100,116
5,Train Station,40.71267093,-74.01193142,8/10/2012 19:12,13 days 01:16:29.000000000,101,191
5,Subway,40.72688476,-74.03454781,8/10/2012 19:23,0 days 00:10:56.000000000,101,179
5,Bank,40.72828979,-74.03468558,8/10/2012 19:28,0 days 00:05:02.000000000,101,16
5,Building,40.71173704,-74.01203221,8/14/2012 19:19,2 days 02:32:09.000000000,102,28
5,Train Station,40.71267093,-74.01193142,8/14/2012 19:19,0 days 00:00:09.000000000,102,191
5,Subway,40.72688476,-74.03454781,8/14/2012 19:35,0 days 00:15:31.000000000,102,179
5,Mall,40.72696607,-74.03832436,8/14/2012 19:35,0 days 00:00:27.000000000,102,116
5,Train Station,40.71267093,-74.01193142,8/17/2012 19:13,1 days 00:00:16.000000000,103,191
5,Train Station,40.71948549,-74.04270172,8/17/2012 19:29,0 days 00:16:46.000000000,103,191
5,Department Store,40.73215319,-74.03588891,8/18/2012 16:40,0 days 21:10:48.000000000,104,56
5,Park,40.70263485,-74.05094147,8/18/2012 18:17,0 days 01:36:37.000000000,104,139
5,Subway,40.72688476,-74.03454781,9/5/2012 18:15,17 days 23:57:55.000000000,105,179
5,Department Store,40.73215319,-74.03588891,9/5/2012 18:32,0 days 00:16:58.000000000,105,56
5,Food & Drink Shop,40.72891738,-74.04134989,9/5/2012 19:59,0 days 01:26:58.000000000,105,75
5,Train Station,40.71267093,-74.01193142,9/14/2012 18:47,0 days 05:42:57.000000000,106,191
5,Mall,40.72696607,-74.03832436,9/14/2012 19:03,0 days 00:16:04.000000000,106,116
5,Train Station,40.73606359,-74.02938724,9/14/2012 19:04,0 days 00:01:07.000000000,106,191
5,Bar,40.70407936,-74.01269785,10/11/2012 18:25,8 days 05:59:50.000000000,109,17
5,Building,40.71173704,-74.01203221,10/11/2012 19:42,0 days 01:16:50.000000000,109,28
5,Subway,40.72688476,-74.03454781,10/11/2012 19:58,0 days 00:16:08.000000000,109,179
5,Train Station,40.71267093,-74.01193142,10/12/2012 20:02,1 days 00:03:27.000000000,110,191
5,Food & Drink Shop,40.7235186,-74.03974056,10/12/2012 20:40,0 days 00:38:15.000000000,110,75
5,Medical Center,40.73475567,-73.98944502,10/18/2012 15:22,5 days 18:42:31.000000000,111,118
5,Subway,40.72688476,-74.03454781,10/18/2012 17:03,0 days 01:40:27.000000000,111,179
5,Train Station,40.71267093,-74.01193142,10/23/2012 19:55,5 days 02:52:16.000000000,112,191
5,Mall,40.72696607,-74.03832436,10/23/2012 20:13,0 days 00:17:55.000000000,112,116
5,Subway,40.72688476,-74.03454781,10/23/2012 20:13,0 days 00:00:15.000000000,112,179
5,Food & Drink Shop,40.72891738,-74.04134989,10/23/2012 20:25,0 days 00:11:54.000000000,112,75
5,Building,40.71173704,-74.01203221,10/24/2012 19:59,0 days 23:33:36.000000000,113,28
5,Mall,40.72696607,-74.03832436,10/24/2012 20:13,0 days 00:14:21.000000000,113,116
5,Train Station,40.71267093,-74.01193142,10/25/2012 18:42,0 days 22:28:45.000000000,114,191
5,Mall,40.72696607,-74.03832436,10/25/2012 18:58,0 days 00:16:30.000000000,114,116
5,Drugstore / Pharmacy,40.72626154,-74.03832318,11/15/2012 19:58,3 days 01:16:55.000000000,115,61
5,Mall,40.72696607,-74.03832436,11/15/2012 19:59,0 days 00:00:19.000000000,115,116
5,Indian Restaurant,40.7357483,-74.06581522,11/17/2012 14:38,1 days 18:39:42.000000000,116,104
5,Food & Drink Shop,40.735795,-74.064358,11/17/2012 15:43,0 days 01:04:30.000000000,116,75
5,Salon / Barbershop,40.72688455,-74.03703224,11/19/2012 19:37,2 days 03:54:27.000000000,117,160
5,Food & Drink Shop,40.72891738,-74.04134989,11/19/2012 19:44,0 days 00:06:56.000000000,117,75
6,Deli / Bodega,40.834097799999995,-73.94526722,11/12/2012 23:24,0 days 18:07:37.000000000,118,55
6,Home (private),40.8331652,-73.94186034,11/13/2012 0:00,0 days 00:35:12.000000000,118,99
6,Fried Chicken Joint,40.76469593,-73.8851975,11/15/2012 17:49,2 days 17:48:54.000000000,119,78
6,Bus Station,40.76607904,-73.88352871,11/15/2012 18:40,0 days 00:51:15.000000000,119,31
6,Subway,40.73009874,-73.86145272,11/15/2012 21:20,0 days 02:40:04.000000000,119,179
6,Subway,40.74970348,-73.987813,11/15/2012 22:02,0 days 00:42:22.000000000,119,179
6,Office,40.69008723,-73.98177762,11/15/2012 22:30,0 days 00:27:21.000000000,119,134
6,General Travel,40.81540073,-73.95800829,11/16/2012 15:11,0 days 13:40:50.000000000,120,87
6,Bus Station,40.7116349,-74.0102935,11/16/2012 16:45,0 days 01:34:12.000000000,120,31
6,Subway,40.75716448,-73.91441656,11/17/2012 14:27,0 days 11:51:59.000000000,122,179
6,Subway,40.74914266,-73.93783808,11/17/2012 17:20,0 days 02:53:07.000000000,122,179
6,Subway,40.68991272,-73.98150444,11/19/2012 23:01,0 days 03:25:53.000000000,123,179
6,Subway,40.70858836,-73.99103165,11/19/2012 23:24,0 days 00:23:23.000000000,123,179
6,Home (private),40.8331652,-73.94186034,11/20/2012 14:05,0 days 14:41:02.000000000,124,99
6,Subway,40.70858836,-73.99103165,11/20/2012 17:01,0 days 02:55:44.000000000,124,179
6,Bus Station,40.75909046,-73.83005619,11/20/2012 18:17,0 days 01:15:57.000000000,124,31
6,Subway,40.75947867,-73.83009851,11/20/2012 21:23,0 days 03:06:29.000000000,125,179
6,Train Station,40.69902344,-73.81001472,11/20/2012 22:12,0 days 00:49:09.000000000,125,191
6,Subway,40.68991272,-73.98150444,11/20/2012 23:06,0 days 00:53:49.000000000,125,179
6,Bus Station,40.848759,-73.93827796,11/22/2012 0:40,1 days 01:34:17.000000000,126,31
6,Bus Station,40.84884583,-73.93841743,11/22/2012 0:48,0 days 00:07:05.000000000,126,31
6,Bus Station,40.88214079,-74.04226479,11/22/2012 1:15,0 days 00:27:09.000000000,126,31
6,Building,40.914178,-74.17763521,11/22/2012 1:58,0 days 00:42:51.000000000,126,28
